uid,Dtb_number,manufacturer,name,combustor_description,type,bp_ratio,pr,rated_thrust,Data_status,Data_superseded_on,Superseded_by_UID,Test_engine_status,Data_corr_as_Annex_16,Current_engine_status,Current_engine_status_date,hc_to,hc_co,hc_app,hc_idle,HC_number_tests,HC_number_engines,HC_avg,HC_sig,HC_min,HC_max,HC_characteristic,HC_characteristic_pct,HC_LTO_mass,co_to,co_co,co_app,co_idle,CO_number_tests,CO_number_engines,CO_avg,CO_sig,CO_min,CO_max,CO_characteristic,CO_characteristic_pct,CO_LTO_mass,nox_to,nox_co,nox_app,nox_idle,NOx_number_tests,NOx_number_engines,NOx_avg,NOx_sig,NOx_min,NOx_max,NOx_characteristic,NOx_characteristic_pct_original,NOx_characteristic_pct_CAEP2,NOx_characteristic_pct_CAEP4,NOx_characteristic_pct_CAEP6,NOx_characteristic_pct_CAEP8,NOx_compliance,NOx_LTO_mass,sn_to,sn_co,sn_app,sn_idle,SN_number_tests,SN_number_engines,sn_max,SN_sig,SN_range_min,SN_range_max,SN_characteristic,SN_characteristic_pct,Fuel_spec,Fuel_HC_ratio_min,Fuel_HC_ratio_max,Fuel_arom_min,Fuel_arom_max,fuel_to,fuel_co,fuel_app,fuel_idle,Fuel_LTO_cycle,Load_extracted,Load_extraction_power,Load_stage_bleed_CF_pct,Load_stage_bleed_power,Ambient_pressure_min,Ambient_pressure_max,Ambient_temperature_min,Ambient_temperature_max,Ambient_humidity_min,Ambient_humidity_max,Test_organization,Test_location,Test_date_initial,Test_date_final,Compliance_fuel_venting,Remark_1,Remark_2,Remark_3,Remark_4,Remark_5,Remark_6,Remark_7,Remark_8,nvpm_to,nvpm_co,nvpm_app,nvpm_idle,nvpmnum_to,nvpmnum_co,nvpmnum_app,nvpmnum_idle,wikipedia_link
15PW105,15,Pratt & Whitney,PW1127G-JM,TALON X,TF,12.2,32.11,120.44,C,,,DTEPS,Yes,Out of production,,0.03,0.03,0.04,0.11,3,1,0.2,,,,0.3,1.53,21,0.22,0.32,5.49,21.47,3,1,27.8,,,,34.1,28.9,3348,17.76,14.18,8.85,6.55,3,1,26.9,,,,31.2,29.94,37.42,43.81,49.38,57.42,2.3.2 e),3244,1.4,0.3,0.36,0.56,3,1,1.4,,,,1.8,8,Jet A,1.86,1.86,15.1,16.6,0.800416,0.661263,0.232194,0.089743,316.6,0,,0,,99.56,101.71,265.6,278.15,0.00071,0.00203,Pratt & Whitney,"X8 Test Stand, East Hartford, CT",11/03/2014,14/03/2014,Yes,Data from Certification Report PWA-9968,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,,,,,,,,,
15PW106,15,Pratt & Whitney,PW1130G-JM,TALON X,TF,11.7,35.52,134,C,,,DTEPS,Yes,Out of production,,0.03,0.03,0.04,0.07,3,1,0.1,,,,0.2,1.02,18,0.17,0.25,4.55,19.48,3,1,23.7,,,,29.1,24.66,3174,21.16,16.33,8.99,6.78,3,1,29.6,,,,34.3,30.89,38.61,43.95,49,56.09,2.3.2 e),3969,2.8,0.79,0.35,0.55,3,1,2.8,,,,3.6,16.48,Jet A,1.86,1.86,15.1,16.6,0.910084,0.748352,0.254698,0.094272,345.2,0,,0,,99.56,101.71,265.6,278.15,0.00071,0.00203,Pratt & Whitney,"X8 Test Stand, East Hartford, CT",11/03/2014,14/03/2014,Yes,Data from Certification Report PWA-9968,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,,,,,,,,,
15PW107,15,Pratt & Whitney,PW1133G1-JM,TALON X,TF,11.4,38.85,147.28,C,,,DTEPS,Yes,Out of production,,0.03,0.03,0.04,0.05,3,1,0.1,,,,0.2,1.02,16,0.14,0.2,3.59,17.89,3,1,20.5,,,,25.2,21.36,3025,25.23,18.92,9.14,6.98,3,1,33,,,,38.3,32.54,40.68,45.22,49.96,56.48,2.3.2 e),4864,4.4,2.01,0.34,0.54,3,1,4.4,,,,5.7,26.78,Jet A,1.86,1.86,15.1,16.6,1.02297,0.838543,0.278342,0.09878,374.6,0,,0,,99.56,101.71,265.6,278.15,0.00071,0.00203,Pratt & Whitney,"X8 Test Stand, East Hartford, CT",11/03/2014,14/03/2014,Yes,Data from Certification Report PWA-9968,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,,,,,,,,,
15PW108,15,Pratt & Whitney,PW1133G-JM,TALON X,TF,11.4,38.85,147.28,C,,,DTEPS,Yes,Out of production,,0.03,0.03,0.04,0.05,3,1,0.1,,,,0.2,1,16,0.14,0.2,3.59,17.89,3,1,20.5,,,,25.2,21.4,3025,25.23,18.92,9.14,6.98,3,1,33,,,,38.3,32.5,40.7,45.2,50,56.5,2.3.2 e),4864,4.4,2.01,0.34,0.54,3,1,4.4,,,,5.7,26.8,Jet A,1.86,1.86,15.1,16.6,1.02297,0.838543,0.278342,0.09878,374.6,0,,0,,99.56,101.71,265.6,278.15,0.00071,0.00203,Pratt & Whitney,"X8 Test Stand, East Hartford, CT",11/03/2014,14/03/2014,Yes,Data from Certification Report PWA-9968,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,,,,,,,,,
18PW117,18,Pratt & Whitney,PW1122G-JM,TALON X,TF,12.72,28.78,107.82,C,Yes,01P18PW148,DTEPS,Yes,,,0.1,0.1,0.02,0.55,9,3,0.77,,,,0.9,5,80,0.26,0.38,6.39,29.78,9,3,37.22,,,,40.25,34,4076,16.47,13.85,8.92,4.72,9,3,23.8,,,,25.72,26,33,40,45,53,2.3.2 e),2626,11.6,7.9,0.4,1.2,9,3,11.6,,,,12.7,55,Jet A,1.86,1.86,15.1,16.6,0.71,0.6,0.21,0.08,284,0,,0,,99.56,101.71,265.6,278.15,0.00071,0.00203,Pratt & Whitney,"X8 Test Stand, East Hartford, CT",11/03/2014,14/03/2014,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,,,,,,,,,
01P18PW148,18,Pratt & Whitney,PW1122G-JM,"TALON X, Block-C",TF,12.72,28.78,107.82,C,,,DTEPS,Yes,,,0.1,0.1,0.02,0.55,9,3,0.77,,,,0.9,5,80,0.26,0.38,6.39,29.78,9,3,37.22,,,,40.25,34,4076,16.47,13.85,8.92,4.72,9,3,23.8,,,,25.72,26,33,40,45,53,2.3.2 e),2626,11.6,7.9,0.4,1.2,9,3,11.6,,,,12.7,55,Jet A,1.86,1.86,15.1,16.6,0.71,0.6,0.21,0.08,284,0,,0,,99.56,101.71,265.6,278.15,0.00071,0.00203,Pratt & Whitney,"X8 Test Stand, East Hartford, CT",11/03/2014,14/03/2014,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,53.32534082,24.22591473,8.565237291,21.03754231,3.28E+15,2.20E+15,2.61E+15,9.09E+15,
18PW118,18,Pratt & Whitney,PW1124G1-JM,TALON X,TF,12.72,28.78,107.82,C,Yes,01P18PW149,DTEPS,Yes,,,0.1,0.1,0.02,0.55,9,3,0.77,,,,0.9,5,80,0.26,0.38,6.39,29.78,9,3,37.22,,,,40.25,34,4076,16.47,13.85,8.92,4.72,9,3,23.8,,,,25.72,26,33,40,45,53,2.3.2 e),2626,11.6,7.9,0.4,1.2,9,3,11.6,,,,12.7,55,Jet A,1.86,1.86,15.1,16.6,0.71,0.6,0.21,0.08,284,0,,0,,99.56,101.71,265.6,278.15,0.00071,0.00203,Pratt & Whitney,"X8 Test Stand, East Hartford, CT",11/03/2014,14/03/2014,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,,,,,,,,,
01P18PW149,18,Pratt & Whitney,PW1124G1-JM,"TALON X, Block-C",TF,12.72,28.78,107.82,C,,,DTEPS,Yes,,,0.1,0.1,0.02,0.55,9,3,0.77,,,,0.9,5,80,0.26,0.38,6.39,29.78,9,3,37.22,,,,40.25,34,4076,16.47,13.85,8.92,4.72,9,3,23.8,,,,25.72,26,33,40,45,53,2.3.2 e),2626,11.6,7.9,0.4,1.2,9,3,11.6,,,,12.7,55,Jet A,1.86,1.86,15.1,16.6,0.71,0.6,0.21,0.08,284,0,,0,,99.56,101.71,265.6,278.15,0.00071,0.00203,Pratt & Whitney,"X8 Test Stand, East Hartford, CT",11/03/2014,14/03/2014,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,53.32534082,24.22591473,8.565237291,21.03754231,3.28E+15,2.20E+15,2.61E+15,9.09E+15,
18PW119,18,Pratt & Whitney,PW1124G-JM,TALON X,TF,12.72,28.78,107.82,C,Yes,01P18PW150,DTEPS,Yes,,,0.1,0.1,0.02,0.55,9,3,0.77,,,,0.9,5,80,0.26,0.38,6.39,29.78,9,3,37.22,,,,40.25,34,4076,16.47,13.85,8.92,4.72,9,3,23.8,,,,25.72,26,33,40,45,53,2.3.2 e),2626,11.6,7.9,0.4,1.2,9,3,11.6,,,,12.7,55,Jet A,1.86,1.86,15.1,16.6,0.71,0.6,0.21,0.08,284,0,,0,,99.56,101.71,265.6,278.15,0.00071,0.00203,Pratt & Whitney,"X8 Test Stand, East Hartford, CT",11/03/2014,14/03/2014,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,,,,,,,,,
01P18PW150,18,Pratt & Whitney,PW1124G-JM,"TALON X, Block-C",TF,12.72,28.78,107.82,C,,,DTEPS,Yes,,,0.1,0.1,0.02,0.55,9,3,0.77,,,,0.9,5,80,0.26,0.38,6.39,29.78,9,3,37.22,,,,40.25,34,4076,16.47,13.85,8.92,4.72,9,3,23.8,,,,25.72,26,33,40,45,53,2.3.2 e),2626,11.6,7.9,0.4,1.2,9,3,11.6,,,,12.7,55,Jet A,1.86,1.86,15.1,16.6,0.71,0.6,0.21,0.08,284,0,,0,,99.56,101.71,265.6,278.15,0.00071,0.00203,Pratt & Whitney,"X8 Test Stand, East Hartford, CT",11/03/2014,14/03/2014,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,53.32534082,24.22591473,8.565237291,21.03754231,3.28E+15,2.20E+15,2.61E+15,9.09E+15,
18PW120,18,Pratt & Whitney,PW1127G1-JM,TALON X,TF,12.28,31.66,120.43,C,Yes,01P18PW151,DTEPS,Yes,,,0.02,0.04,0.02,0.43,9,3,0.51,,,,0.6,3.1,59,0.22,0.3,5.36,27.93,9,3,32.43,,,,35.07,30,3819,18.82,15.3,9.07,4.84,9,3,25.3,,,,27.29,26,33,39,44,51,2.3.2 e),3096,13.4,10.5,0.5,1.2,9,3,13.4,,,,14.8,66,Jet A,1.86,1.86,15.1,16.6,0.8,0.67,0.2322,0.08,303,0,,0,,99.56,101.71,265.6,278.15,0.00071,0.00203,Pratt & Whitney,"X8 Test Stand, East Hartford, CT",11/03/2014,14/03/2014,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,,,,,,,,,
01P18PW151,18,Pratt & Whitney,PW1127G1-JM,"TALON X, Block-C",TF,12.28,31.66,120.43,C,,,DTEPS,Yes,,,0.02,0.04,0.02,0.43,9,3,0.51,,,,0.6,3.1,59,0.22,0.3,5.36,27.93,9,3,32.43,,,,35.07,30,3819,18.82,15.3,9.07,4.84,9,3,25.3,,,,27.29,26,33,39,44,51,2.3.2 e),3096,13.4,10.5,0.5,1.2,9,3,13.4,,,,14.8,66,Jet A,1.86,1.86,15.1,16.6,0.8,0.67,0.2322,0.08,303,0,,0,,99.56,101.71,265.6,278.15,0.00071,0.00203,Pratt & Whitney,"X8 Test Stand, East Hartford, CT",11/03/2014,14/03/2014,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,78.9693249,42.40375519,9.394367459,18.62153989,3.71E+15,2.91E+15,2.90E+15,8.20E+15,
18PW121,18,Pratt & Whitney,PW1127GA-JM,TALON X,TF,12.28,31.66,120.43,C,Yes,01P18PW152,DTEPS,Yes,,,0.02,0.04,0.02,0.43,9,3,0.51,,,,0.6,3.1,59,0.22,0.3,5.36,27.93,9,3,32.43,,,,35.07,30,3819,18.82,15.3,9.07,4.84,9,3,25.3,,,,27.29,26,33,39,44,51,2.3.2 e),3096,13.4,10.5,0.5,1.2,9,3,13.4,,,,14.8,66,Jet A,1.86,1.86,15.1,16.6,0.8,0.67,0.2322,0.08,303,0,,0,,99.56,101.71,265.6,278.15,0.00071,0.00203,Pratt & Whitney,"X8 Test Stand, East Hartford, CT",11/03/2014,14/03/2014,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,,,,,,,,,
01P18PW152,18,Pratt & Whitney,PW1127GA-JM,"TALON X, Block-C",TF,12.28,31.66,120.43,C,,,DTEPS,Yes,,,0.02,0.04,0.02,0.43,9,3,0.51,,,,0.6,3.1,59,0.22,0.3,5.36,27.93,9,3,32.43,,,,35.07,30,3819,18.82,15.3,9.07,4.84,9,3,25.3,,,,27.29,26,33,39,44,51,2.3.2 e),3096,13.4,10.5,0.5,1.2,9,3,13.4,,,,14.8,66,Jet A,1.86,1.86,15.1,16.6,0.8,0.67,0.2322,0.08,303,0,,0,,99.56,101.71,265.6,278.15,0.00071,0.00203,Pratt & Whitney,"X8 Test Stand, East Hartford, CT",11/03/2014,14/03/2014,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,78.9693249,42.40375519,9.394367459,18.62153989,3.71E+15,2.91E+15,2.90E+15,8.20E+15,
18PW122,18,Pratt & Whitney,PW1127G-JM,TALON X,TF,12.28,31.66,120.43,C,Yes,01P18PW153,DTEPS,Yes,,,0.02,0.04,0.02,0.43,9,3,0.51,,,,0.6,3.1,59,0.22,0.3,5.36,27.93,9,3,32.43,,,,35.07,30,3819,18.82,15.3,9.07,4.84,9,3,25.3,,,,27.29,26,33,39,44,51,2.3.2 e),3096,13.4,10.5,0.5,1.2,9,3,13.4,,,,14.8,66,Jet A,1.86,1.86,15.1,16.6,0.8,0.67,0.2322,0.08,303,0,,0,,99.56,101.71,265.6,278.15,0.00071,0.00203,Pratt & Whitney,"X8 Test Stand, East Hartford, CT",11/03/2014,14/03/2014,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,,,,,,,,,
01P18PW153,18,Pratt & Whitney,PW1127G-JM,"TALON X, Block-C",TF,12.28,31.66,120.43,C,,,DTEPS,Yes,,,0.02,0.04,0.02,0.43,9,3,0.51,,,,0.6,3.1,59,0.22,0.3,5.36,27.93,9,3,32.43,,,,35.07,30,3819,18.82,15.3,9.07,4.84,9,3,25.3,,,,27.29,26,33,39,44,51,2.3.2 e),3096,13.4,10.5,0.5,1.2,9,3,13.4,,,,14.8,66,Jet A,1.86,1.86,15.1,16.6,0.8,0.67,0.2322,0.08,303,0,,0,,99.56,101.71,265.6,278.15,0.00071,0.00203,Pratt & Whitney,"X8 Test Stand, East Hartford, CT",11/03/2014,14/03/2014,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,78.9693249,42.40375519,9.394367459,18.62153989,3.71E+15,2.91E+15,2.90E+15,8.20E+15,
18PW123,18,Pratt & Whitney,PW1129G-JM,TALON X,TF,12,34.02,130.08,C,Yes,01P18PW154,DTEPS,Yes,,,0.02,0.04,0.02,0.36,9,3,0.45,,,,0.52,3,51,0.21,0.25,4.58,26.52,9,3,29.35,,,,31.75,27,3617,20.98,16.84,9.19,4.98,9,3,27.2,,,,29.34,27,34,39,44,50,2.3.2 e),3571,14.3,12.1,0.5,1.1,9,3,14.3,,,,15.7,71,Jet A,1.86,1.86,15.1,16.6,0.88,0.73,0.2546,0.08,318,0,,0,,100.8559,103.023,266.2,298.7,0.000362,0.01437,Pratt & Whitney,"X7 Test Stand, East Hartford, CT",02/03/2017,19/09/2017,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,,,,,,,,,
01P18PW154,18,Pratt & Whitney,PW1129G-JM,"TALON X, Block-C",TF,12,34.02,130.08,C,,,DTEPS,Yes,,,0.02,0.04,0.02,0.36,9,3,0.45,,,,0.52,3,51,0.21,0.25,4.58,26.52,9,3,29.35,,,,31.75,27,3617,20.98,16.84,9.19,4.98,9,3,27.2,,,,29.34,27,34,39,44,50,2.3.2 e),3571,14.3,12.1,0.5,1.1,9,3,14.3,,,,15.7,71,Jet A,1.86,1.86,15.1,16.6,0.88,0.73,0.2546,0.08,318,0,,0,,100.8559,103.023,266.2,298.7,0.000362,0.01437,Pratt & Whitney,"X7 Test Stand, East Hartford, CT",02/03/2017,19/09/2017,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,94.9036517,59.02195001,9.758876373,16.96907633,3.20E+15,3.47E+15,3.10E+15,7.58E+15,
18PW124,18,Pratt & Whitney,PW1130G-JM,TALON X,TF,11.58,38.07,147.28,C,Yes,01P18PW155,DTEPS,Yes,,,0.02,0.05,0.02,0.26,9,3,0.35,,,,0.41,2.1,48,0.23,0.22,3.44,24.06,9,3,24.88,,,,26.91,22.8,3971,25.46,19.84,9.4,5.31,9,3,31.3,,,,33.62,29,36.2,40.4,44.8,50.8,2.3.2 e),4736,15.2,13.9,0.5,1,9,3,15.2,,,,16.7,78.4,Jet A,1.86,1.86,15.1,16.6,1.023,0.8385,0.27834,0.0988,375,0,,0,,100.8559,103.023,266.2,298.7,0.000362,0.01437,Pratt & Whitney,"X7 Test Stand, East Hartford, CT",02/03/2017,19/09/2017,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,,,,,,,,,
01P18PW155,18,Pratt & Whitney,PW1130G-JM,"TALON X, Block-C",TF,11.58,38.07,147.28,C,,,DTEPS,Yes,,,0.02,0.05,0.02,0.26,9,3,0.35,,,,0.41,2.1,48,0.23,0.22,3.44,24.06,9,3,24.88,,,,26.91,22.8,3971,25.46,19.84,9.4,5.31,9,3,31.3,,,,33.62,29,36.2,40.4,44.8,50.8,2.3.2 e),4736,15.2,13.9,0.5,1,9,3,15.2,,,,16.7,78.4,Jet A,1.86,1.86,15.1,16.6,1.023,0.8385,0.27834,0.0988,375,0,,0,,100.8559,103.023,266.2,298.7,0.000362,0.01437,Pratt & Whitney,"X7 Test Stand, East Hartford, CT",02/03/2017,19/09/2017,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,109.7225116,87.87930322,9.784827603,14.41001937,1.77E+15,3.58E+15,3.36E+15,6.59E+15,
18PW125,18,Pratt & Whitney,PW1133GA-JM,TALON X,TF,11.58,38.07,147.28,C,Yes,01P18PW156,DTEPS,Yes,,,0.02,0.05,0.02,0.26,9,3,0.35,,,,0.41,2,48,0.23,0.22,3.44,24.06,9,3,24.88,,,,26.91,23,3971,25.46,19.84,9.4,5.31,9,3,31.3,,,,33.62,29,36,40,45,51,2.3.2 e),4736,15.2,13.9,0.5,1,9,3,15.2,,,,16.7,78,Jet A,1.86,1.86,15.1,16.6,1.023,0.8385,0.27834,0.0988,375,0,,0,,100.8559,103.023,266.2,298.7,0.000362,0.01437,Pratt & Whitney,"X7 Test Stand, East Hartford, CT",02/03/2017,19/09/2017,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,,,,,,,,,
01P18PW156,18,Pratt & Whitney,PW1133GA-JM,"TALON X, Block-C",TF,11.58,38.07,147.28,C,,,DTEPS,Yes,,,0.02,0.05,0.02,0.26,9,3,0.35,,,,0.41,2,48,0.23,0.22,3.44,24.06,9,3,24.88,,,,26.91,23,3971,25.46,19.84,9.4,5.31,9,3,31.3,,,,33.62,29,36,40,45,51,2.3.2 e),4736,15.2,13.9,0.5,1,9,3,15.2,,,,16.7,78,Jet A,1.86,1.86,15.1,16.6,1.023,0.8385,0.27834,0.0988,375,0,,0,,100.8559,103.023,266.2,298.7,0.000362,0.01437,Pratt & Whitney,"X7 Test Stand, East Hartford, CT",02/03/2017,19/09/2017,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,109.7225116,87.87930322,9.784827603,14.41001937,1.77E+15,3.58E+15,3.36E+15,6.59E+15,
18PW126,18,Pratt & Whitney,PW1133G-JM,TALON X,TF,11.58,38.07,147.28,C,Yes,01P18PW157,DTEPS,Yes,,,0.02,0.05,0.02,0.26,9,3,0.35,,,,0.41,2,48,0.23,0.22,3.44,24.06,9,3,24.88,,,,26.91,23,3971,25.46,19.84,9.4,5.31,9,3,31.3,,,,33.62,29,36,40,45,51,2.3.2 e),4736,15.2,13.9,0.5,1,9,3,15.2,,,,16.7,78,Jet A,1.86,1.86,15.1,16.6,1.023,0.8385,0.27834,0.0988,375,0,,0,,100.8559,103.023,266.2,298.7,0.000362,0.01437,Pratt & Whitney,"X7 Test Stand, East Hartford, CT",02/03/2017,19/09/2017,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,,,,,,,,,
01P18PW157,18,Pratt & Whitney,PW1133G-JM,"TALON X, Block-C",TF,11.58,38.07,147.28,C,,,DTEPS,Yes,,,0.02,0.05,0.02,0.26,9,3,0.35,,,,0.41,2,48,0.23,0.22,3.44,24.06,9,3,24.88,,,,26.91,23,3971,25.46,19.84,9.4,5.31,9,3,31.3,,,,33.62,29,36,40,45,51,2.3.2 e),4736,15.2,13.9,0.5,1,9,3,15.2,,,,16.7,78,Jet A,1.86,1.86,15.1,16.6,1.023,0.8385,0.27834,0.0988,375,0,,0,,100.8559,103.023,266.2,298.7,0.000362,0.01437,Pratt & Whitney,"X7 Test Stand, East Hartford, CT",02/03/2017,19/09/2017,Yes,"Data from Certification Report PWA-11521, 3 engines tested, block C combustor","Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)
",,,,,,109.7225116,87.87930322,9.784827603,14.41001937,1.77E+15,3.58E+15,3.36E+15,6.59E+15,
01P22PW158,22,Pratt & Whitney,PW1122G-JM,"TALON X, Block-D",TF,12.7211485,28.77668164,107.824385,C,,,DTEPS,Yes,,,0.067992368,0.065409305,0.060455465,0.510227969,4,1,0.685664522,,,,1.056005732,5.387784346,73.93135539,0.320461702,0.436563855,5.939615001,25.90724227,4,1,33.17164717,,,,40.7163952,34.50541966,3576.712457,18.20628067,15.39248082,10.4218671,5.007621097,4,1,27.00881608,,,,31.30730971,32.09249651,40.11562064,48.13347881,54.69713501,64.68777495,2.3.2 e),2912.208985,5.262864709,3.131885242,0.294246229,0.780341885,4,1,5.262864709,,,,6.774185493,29.21563043,Jet A,1.91,1.93,16.3,16.8,0.71,0.6,0.21,0.08,284.22,0,,0,,101.486,102.22,279.62,300.8,0.00358,0.01201,Pratt & Whitney,"W. Palm Beach,FL",18/01/2020,21/01/2020,Yes,Data from certification report PWA-12090,1 engine tested,"TALON-X, Block-D combustor","Certification in accordance with ICAO Annex 16 Vol. II. 4th Edition, Part III, Chapter 2.",Same sea level static thrust rating as the PW1124G-JM engine model.,,,,30.08104997,19.64870852,0.554015461,8.663362156,1.58E+15,1.51E+15,4.36E+14,6.41E+15,
01P22PW159,22,Pratt & Whitney,PW1124G1-JM,"TALON X, Block-D",TF,12.7211485,28.77668164,107.824385,C,,,DTEPS,Yes,,,0.067992368,0.065409305,0.060455465,0.510227969,4,1,0.685664522,,,,1.056005732,5.387784346,73.93135539,0.320461702,0.436563855,5.939615001,25.90724227,4,1,33.17164717,,,,40.7163952,34.50541966,3576.712457,18.20628067,15.39248082,10.4218671,5.007621097,4,1,27.00881608,,,,31.30730971,32.09249651,40.11562064,48.13347881,54.69713501,64.68777495,2.3.2 e),2912.208985,5.262864709,3.131885242,0.294246229,0.780341885,4,1,5.262864709,,,,6.774185493,29.21563043,Jet A,1.91,1.93,16.3,16.8,0.71,0.6,0.21,0.08,284.22,0,,0,,101.486,102.22,279.62,300.8,0.00358,0.01201,Pratt & Whitney,"W. Palm Beach,FL",18/01/2020,21/01/2020,Yes,Data from certification report PWA-12090,1 engine tested,"TALON-X, Block-D combustor","Certification in accordance with ICAO Annex 16 Vol. II. 4th Edition, Part III, Chapter 2.",,,,,30.08104997,19.64870852,0.554015461,8.663362156,1.58E+15,1.51E+15,4.36E+14,6.41E+15,
